image,true_count,predicted_count,error
281512,9,11,2
282628,13,13,0
284182,12,12,0
286716,5,8,3
288196,16,18,2
289039,11,17,6
2892,20,22,2
290113,5,5,0
290689,1,2,1
291981,5,6,1
292079,5,7,2
29234,8,12,4
292961,4,5,1
295364,15,15,0
296770,8,8,0
297859,5,7,2
298484,7,10,3
29894,14,18,4
299445,14,21,7
299639,28,37,9
300065,8,12,4
302118,19,21,2
303005,8,13,5
303289,27,28,1
304575,16,15,-1
305364,4,5,1
305955,6,7,1
307593,9,13,4
30778,15,15,0
307797,4,5,1
307925,15,20,5
308024,26,28,2
308219,8,11,3
30878,7,10,3
309935,6,6,0
310582,7,10,3
311905,14,15,1
31215,5,8,3
314649,7,14,7
315172,5,6,1
31522,5,5,0
316005,6,6,0
316068,3,10,7
316404,8,8,0
318324,4,5,1
318581,8,10,2
318681,8,8,0
318938,3,3,0
318948,27,29,2
319011,4,6,2
319832,8,10,2
320495,14,19,5
320636,9,10,1
321346,14,20,6
321800,15,22,7
321823,8,10,2
321966,13,20,7
32366,7,8,1
326041,2,1,-1
327759,6,8,2
327806,6,9,3
328177,9,10,1
328337,9,11,2
329393,13,17,4
330417,15,18,3
333913,10,14,4
334357,6,8,2
335882,5,5,0
338463,39,43,4
338829,5,5,0
339214,8,8,0
339629,9,9,0
340102,4,5,1
341068,10,11,1
342833,4,7,3
344362,17,16,-1
34746,13,14,1
347513,11,13,2
347590,3,4,1
348843,2,2,0
349774,7,8,1
349977,10,13,3
350615,6,7,1
351937,6,7,1
353599,22,26,4
354113,11,12,1
355250,4,5,1
355531,17,22,5
356495,3,2,-1
356602,8,9,1
357884,5,6,1
357902,16,19,3
359590,1,1,0
360357,9,10,1
362009,16,17,1
362999,6,7,1
36301,3,3,0
363438,13,16,3
364179,9,12,3
366501,15,19,4
367180,5,5,0
367413,4,5,1
367699,6,7,1
368268,5,5,0
37062,6,8,2
371105,4,6,2
372339,9,9,0
372508,10,10,0
372826,19,20,1
37622,3,5,2
376732,2,3,1
377056,14,12,-2
377131,14,14,0
377553,4,8,4
377770,8,11,3
37798,13,19,6
379753,28,35,7
380805,3,7,4
380829,17,17,0
381436,12,11,-1
381461,12,14,2
382052,12,13,1
38235,6,7,1
382484,12,12,0
38360,15,20,5
383739,11,14,3
383858,7,9,2
38521,19,22,3
385371,17,19,2
385911,10,11,1
387138,11,9,-2
388236,3,4,1
389967,5,7,2
390711,7,7,0
393663,6,7,1
394227,10,13,3
394905,9,10,1
395374,4,5,1
39629,12,14,2
396702,18,24,6
397587,17,19,2
398428,6,7,1
399248,7,11,4
400691,6,9,3
401475,1,1,0
401503,1,2,1
403114,7,7,0
40369,11,15,4
404471,18,23,5
405181,8,7,-1
405885,9,11,2
406570,21,28,7
408576,19,26,7
41013,11,11,0
410228,6,6,0
410254,13,12,-1
410374,10,11,1
41105,8,9,1
411912,15,13,-2
413168,30,37,7
41417,27,38,11
414210,9,15,6
4154,31,32,1
415776,7,8,1
415878,11,12,1
417187,2,3,1
418319,13,16,3
418637,5,1,-4
419731,6,5,-1
420757,4,5,1
422861,11,11,0
424660,6,7,1
424707,16,19,3
425549,3,5,2
425934,23,24,1
426643,4,5,1
426743,8,10,2
42928,3,3,0
430457,4,3,-1
430963,13,13,0
431007,6,7,1
431349,9,9,0
43193,19,21,2
432633,6,15,9
434129,11,15,4
436576,3,3,0
436618,4,6,2
437200,21,23,2
437422,5,5,0
438235,19,21,2
43912,11,9,-2
439535,7,12,5
43982,6,11,5
443169,11,11,0
443272,5,6,1
443295,7,7,0
443334,11,16,5
446376,14,18,4
446480,13,17,4
446940,14,18,4
448929,12,11,-1
451287,7,6,-1
452131,6,7,1
452281,4,4,0
453229,9,12,3
454400,20,24,4
457347,7,8,1
457422,16,16,0
457992,4,4,0
45868,3,3,0
458775,20,23,3
460412,3,4,1
460788,11,12,1
461423,5,6,1
462556,15,21,6
464385,15,19,4
46528,6,6,0
4655,20,20,0
465627,14,15,1
465692,1,3,2
46615,13,18,5
466518,18,25,7
467744,15,15,0
467954,5,5,0
468366,9,11,2
468717,9,10,1
469049,9,8,-1
469799,8,32,24
470043,7,10,3
470056,4,5,1
470574,18,22,4
471252,6,7,1
47136,24,27,3
471699,19,22,3
472910,3,3,0
473562,12,17,5
474063,6,6,0
474236,10,12,2
474381,16,15,-1
474812,8,9,1
476753,23,23,0
477735,1,3,2
478246,1,1,0
478373,18,19,1
478722,16,22,6
479744,2,2,0
481063,10,10,0
481553,16,29,13
483252,11,14,3
483514,5,5,0
483698,10,10,0
484003,17,18,1
484803,4,6,2
484918,17,17,0
485530,8,11,3
485982,8,19,11
487732,19,24,5
487868,13,16,3
488199,5,6,1
488786,5,7,2
48992,6,8,2
491220,4,5,1
491228,5,4,-1
492016,14,16,2
492288,9,9,0
49255,11,14,3
493352,5,7,2
496247,13,18,5
496347,11,10,-1
496361,5,6,1
497960,13,15,2
49948,11,14,3
499623,14,14,0
499770,9,12,3
499833,5,4,-1
499919,8,11,3
500289,3,5,2
500452,10,10,0
501312,3,3,0
502464,36,38,2
50262,3,4,1
504491,4,6,2
505203,13,15,2
505209,5,6,1
506772,5,6,1
506827,15,21,6
506979,2,2,0
507625,17,24,7
508317,9,9,0
50833,7,7,0
509032,6,4,-2
509301,6,5,-1
509764,3,8,5
511341,4,5,1
511524,9,10,1
511980,6,5,-1
511999,4,10,6
512435,4,4,0
513422,10,14,4
513737,12,13,1
514319,5,6,1
514800,16,17,1
516018,4,4,0
516517,13,17,4
518344,11,11,0
518349,7,9,2
518436,5,5,0
518814,14,17,3
518943,7,10,3
519329,8,9,1
52111,9,11,2
521908,9,12,3
521930,10,11,1
523551,14,16,2
523589,10,12,2
524357,2,3,1
526367,8,11,3
526618,22,25,3
526702,14,18,4
52678,4,11,7
526885,6,8,2
528249,7,8,1
528528,2,3,1
52974,4,6,2
530212,3,4,1
531875,2,7,5
531989,8,10,2
5321,12,13,1
533667,13,20,7
533762,24,32,8
533794,10,6,-4
534017,11,15,4
535423,4,8,4
536035,3,3,0
536563,8,9,1
537214,12,13,1
537467,25,28,3
538290,5,6,1
538805,3,3,0
539336,5,5,0
539835,4,5,1
539897,21,18,-3
540255,8,8,0
540506,4,5,1
541095,11,10,-1
541110,6,8,2
541563,33,38,5
54397,4,5,1
544102,6,9,3
544584,7,12,5
545060,3,7,4
546622,8,8,0
546774,10,10,0
548127,10,11,1
54883,15,14,-1
550230,8,9,1
551499,7,10,3
551521,8,11,3
552254,7,9,2
553728,11,13,2
555668,10,19,9
557056,5,8,3
557771,7,8,1
557820,34,33,-1
558182,12,14,2
559424,32,42,10
55981,13,12,-1
561452,11,12,1
561811,14,17,3
561921,17,22,5
562876,5,7,2
564101,5,7,2
564164,17,19,2
564829,16,14,-2
566785,1,0,-1
567419,3,3,0
568216,1,2,1
568800,3,6,3
569184,11,10,-1
569581,7,9,2
56967,10,10,0
570373,2,4,2
573285,3,3,0
574300,8,8,0
57555,17,21,4
575662,6,7,1
576878,16,18,2
577229,4,6,2
577642,16,15,-1
578511,9,16,7
579035,13,22,9
579724,10,5,-5
579861,5,7,2
580117,13,18,5
580128,13,11,-2
580397,17,21,4
580617,11,9,-2
580926,11,11,0
581225,18,19,1
581339,1,1,0
583619,14,14,0
584408,5,5,0
584724,5,7,2
585034,18,20,2
586237,8,9,1
587766,4,4,0
588112,5,7,2
591513,4,4,0
593105,16,18,2
593920,4,4,0
594575,12,12,0
595510,3,4,1
597045,9,12,3
597570,6,6,0
598218,7,9,2
598379,5,10,5
598690,14,17,3
599618,4,6,2
600184,8,11,3
600847,17,19,2
601799,20,26,6
60187,11,18,7
601989,6,5,-1
603498,23,24,1
603875,7,8,1
604753,18,19,1
605432,10,15,5
60570,4,4,0
606498,16,15,-1
60684,3,3,0
607060,2,2,0
608582,10,12,2
610338,8,9,1
610719,4,4,0
610774,20,24,4
611235,18,23,5
61151,16,16,0
613181,7,9,2
614317,4,4,0
614597,19,20,1
614939,8,9,1
61499,11,12,1
615477,40,47,7
61588,5,7,2
616527,6,7,1
617873,9,12,3
61933,6,4,-2
620268,6,5,-1
62298,10,11,1
62336,18,24,6
623514,5,7,2
623515,10,8,-2
624041,7,8,1
624398,17,20,3
624484,2,3,1
624860,11,12,1
626991,7,9,2
62750,9,10,1
628683,9,10,1
629221,5,5,0
630053,17,20,3
630495,7,9,2
630497,6,3,-3
631889,17,16,-1
632267,11,13,2
6329,18,21,3
633415,7,8,1
633537,19,19,0
634206,2,2,0
634524,14,21,7
635201,3,6,3
635442,3,4,1
635766,26,33,7
63589,11,11,0
63622,28,31,3
63669,14,17,3
637333,7,8,1
637536,3,4,1
638674,15,15,0
639323,8,10,2
639365,28,32,4
63961,14,17,3
639754,7,9,2
640390,2,3,1
641909,4,5,1
64219,15,21,6
642283,7,7,0
642313,7,5,-2
642459,6,9,3
643580,39,41,2
644055,8,10,2
644690,23,27,4
646285,6,9,3
646339,5,5,0
646605,13,14,1
647370,7,8,1
647635,17,18,1
647757,19,26,7
648712,1,2,1
649533,6,7,1
650019,6,7,1
65048,13,15,2
651334,8,8,0
652992,9,12,3
653352,1,1,0
654329,17,19,2
657633,8,8,0
657953,3,4,1
659086,12,15,3
659392,13,15,2
660273,6,9,3
660845,17,22,5
662325,15,20,5
662794,3,3,0
663792,24,27,3
664198,9,10,1
66492,18,18,0
665070,6,8,2
667312,2,2,0
669162,7,9,2
670013,10,16,6
670574,4,6,2
671407,6,5,-1
671797,17,16,-1
672088,2,2,0
672205,4,5,1
672958,13,17,4
673155,11,10,-1
673298,1,2,1
674989,19,17,-2
6762,7,12,5
676239,3,3,0
676796,11,20,9
67757,11,10,-1
679258,5,9,4
679539,14,16,2
679720,10,9,-1
680196,11,13,2
680818,9,9,0
681468,9,12,3
681554,2,4,2
681924,11,14,3
682310,34,44,10
682735,8,8,0
682744,13,16,3
684149,13,16,3
68415,17,20,3
685598,4,4,0
686053,6,9,3
686259,13,17,4
686373,16,18,2
686490,6,5,-1
686816,13,15,2
687529,5,7,2
688009,9,7,-2
688080,6,6,0
688402,7,7,0
6885,5,5,0
688782,11,10,-1
689632,5,6,1
690238,3,3,0
691442,18,24,6
691558,12,13,1
692038,24,27,3
692958,8,8,0
693255,16,20,4
693790,7,11,4
693962,5,6,1
695216,9,9,0
695744,17,19,2
696478,17,19,2
697073,5,6,1
697461,4,4,0
697491,16,15,-1
697971,11,13,2
699912,15,16,1
701087,1,3,2
701114,23,26,3
701272,19,18,-1
701942,3,6,3
703126,4,10,6
703492,3,12,9
703509,7,12,5
703943,6,6,0
704823,10,14,4
705861,5,8,3
706588,8,8,0
707290,18,22,4
710555,6,6,0
711804,13,9,-4
712279,5,4,-1
714007,13,15,2
71408,19,20,1
714131,21,22,1
714207,6,7,1
71531,7,9,2
717481,13,16,3
718805,3,4,1
719505,18,26,8
719790,4,3,-1
719816,10,11,1
720073,16,17,1
720520,11,12,1
720637,8,8,0
721642,9,9,0
721969,4,5,1
723059,17,16,-1
723101,4,5,1
725552,6,7,1
726204,4,7,3
727538,5,7,2
72765,15,17,2
727741,12,15,3
728297,39,45,6
728777,5,6,1
728845,5,7,2
729830,17,20,3
7303,4,5,1
730418,8,12,4
731297,6,9,3
731709,7,7,0
731855,7,8,1
731940,18,19,1
733150,16,17,1
733201,8,8,0
734836,20,24,4
734951,3,3,0
73653,12,16,4
737419,11,14,3
737424,11,12,1
737836,5,6,1
739246,22,24,2
739308,11,12,1
740312,8,14,6
740458,18,19,1
741275,16,28,12
741673,14,16,2
741894,8,8,0
742264,18,18,0
743707,5,5,0
744901,19,21,2
745622,17,18,1
745776,29,30,1
745972,12,14,2
746485,5,5,0
748839,9,7,-2
748902,6,7,1
751898,17,20,3
752005,5,6,1
752691,19,20,1
752721,12,17,5
754672,15,20,5
755452,12,16,4
757962,8,8,0
758630,2,2,0
760357,4,4,0
761839,4,4,0
761846,3,5,2
762584,25,31,6
763165,11,12,1
763237,15,15,0
763265,1,1,0
763283,10,15,5
764235,12,18,6
765684,4,3,-1
76600,8,6,-2
766666,8,11,3
766957,11,15,4
767074,6,12,6
767751,10,12,2
767991,7,6,-1
768621,6,5,-1
770103,10,18,8
771153,4,2,-2
772732,7,9,2
773090,3,3,0
775250,7,9,2
776006,4,3,-1
776649,3,3,0
776853,7,8,1
777180,16,16,0
778299,3,3,0
779668,5,6,1
78017,2,5,3
781260,5,5,0
781826,6,7,1
784626,3,4,1
785281,19,23,4
785995,15,22,7
786438,2,4,2
787613,16,14,-2
788068,22,25,3
788744,11,22,11
789589,21,24,3
790028,6,5,-1
792980,6,6,0
793480,8,14,6
797438,16,17,1
79751,4,4,0
799251,27,33,6
800424,11,11,0
802525,11,10,-1
803905,9,11,2
804042,37,39,2
804950,8,10,2
806777,7,10,3
807093,12,13,1
807240,19,21,2
808341,26,28,2
811019,4,4,0
811105,7,7,0
812177,10,13,3
812621,4,8,4
812778,11,13,2
813218,14,13,-1
813479,19,20,1
814598,23,11,-12
814994,5,6,1
815091,9,9,0
815708,8,11,3
816040,24,25,1
816483,14,14,0
818795,22,29,7
819830,13,15,2
820825,3,3,0
821481,2,2,0
822011,6,6,0
822194,4,5,1
822920,17,21,4
823238,10,16,6
824596,6,5,-1
824634,3,4,1
826001,11,10,-1
827342,15,18,3
828093,33,27,-6
828142,14,14,0
829036,16,19,3
829232,21,22,1
829943,14,14,0
830011,3,4,1
830270,7,8,1
830743,11,17,6
830860,13,12,-1
831201,15,19,4
831256,6,8,2
831436,8,15,7
831795,21,22,1
831832,5,5,0
831962,3,3,0
832306,14,15,1
832736,8,10,2
83318,14,18,4
833476,2,2,0
8338,8,9,1
834222,11,12,1
83572,15,18,3
836408,13,16,3
837063,11,11,0
838137,6,6,0
838324,13,17,4
839537,13,15,2
839942,17,27,10
840305,21,28,7
841152,4,5,1
841289,9,10,1
84158,4,7,3
841686,3,5,2
842726,3,8,5
843769,7,10,3
844519,20,24,4
845923,9,12,3
846218,8,8,0
846598,9,9,0
847103,5,5,0
847441,4,4,0
848686,12,15,3
848770,13,13,0
849403,13,13,0
849883,3,2,-1
850591,8,10,2
851650,11,14,3
85262,7,8,1
852673,27,25,-2
852750,31,34,3
853628,5,6,1
854537,9,10,1
855414,13,14,1
855432,14,17,3
856140,6,7,1
856383,9,8,-1
856999,25,31,6
857055,9,10,1
857134,16,18,2
858170,8,10,2
858267,6,6,0
860025,11,8,-3
860666,7,7,0
861609,2,3,1
863775,3,4,1
865047,15,21,6
865776,25,22,-3
865848,5,7,2
866119,9,13,4
867142,9,11,2
867945,10,12,2
868082,9,13,4
868436,19,22,3
868971,3,6,3
869096,3,4,1
870879,15,17,2
872694,8,9,1
873644,12,11,-1
875314,5,5,0
875449,2,4,2
875452,13,12,-1
876840,4,4,0
876933,7,10,3
877644,5,5,0
878468,10,12,2
880143,3,2,-1
880451,5,3,-2
880539,4,7,3
88124,4,4,0
883212,28,32,4
883504,4,4,0
884784,7,8,1
885410,6,7,1
885658,11,12,1
885936,5,4,-1
886550,18,20,2
88698,25,28,3
887875,10,12,2
889047,13,13,0
88945,9,11,2
889753,5,6,1
890100,4,5,1
892043,5,6,1
892989,7,8,1
893553,6,6,0
89437,15,15,0
894718,17,22,5
894895,14,20,6
895430,16,20,4
896449,9,17,8
896508,12,14,2
896659,5,5,0
898674,2,2,0
899579,7,9,2
900486,4,5,1
900789,1,2,1
902122,19,16,-3
904195,6,6,0
904913,4,5,1
907086,4,5,1
907249,4,5,1
907299,3,3,0
908064,11,12,1
908136,11,13,2
908636,7,17,10
909225,14,14,0
909715,29,32,3
90972,25,16,-9
909835,13,14,1
9114,6,6,0
911640,7,10,3
912736,5,5,0
91287,18,26,8
913204,8,9,1
914091,15,18,3
914787,11,13,2
916646,5,6,1
917429,12,13,1
917457,35,38,3
91815,3,5,2
918439,8,9,1
91935,13,11,-2
919640,17,22,5
919808,16,17,1
921649,13,14,1
921897,19,23,4
922696,6,7,1
923898,18,24,6
927014,11,13,2
927934,11,11,0
928242,8,10,2
929683,5,6,1
929763,10,12,2
930822,11,17,6
930893,16,24,8
93184,16,17,1
932438,6,5,-1
932765,27,32,5
933059,9,10,1
933315,13,15,2
936525,2,2,0
936535,2,2,0
938035,13,15,2
938777,1,19,18
938995,3,18,15
939094,16,23,7
939388,16,17,1
94026,16,15,-1
940294,11,11,0
940297,11,15,4
942031,2,1,-1
94281,5,6,1
944272,20,24,4
945093,10,15,5
945587,14,19,5
946021,10,13,3
946877,3,4,1
947241,8,12,4
947647,5,5,0
947696,4,4,0
94852,7,8,1
949047,12,12,0
950079,9,13,4
950556,9,7,-2
951342,23,30,7
951472,9,9,0
952471,6,8,2
954118,33,40,7
95472,4,5,1
955149,4,5,1
95867,10,10,0
959129,14,12,-2
959209,19,25,6
96031,14,14,0
960610,7,8,1
96105,5,10,5
961453,4,7,3
962316,7,9,2
962831,10,10,0
964417,13,14,1
965003,11,12,1
965975,2,2,0
966984,10,10,0
969090,4,6,2
969254,6,11,5
969418,9,11,2
970020,1,2,1
973208,2,0,-2
974331,2,2,0
974349,17,18,1
976861,31,39,8
977148,18,19,1
980029,17,18,1
980190,5,5,0
980953,13,17,4
981345,11,14,3
982141,15,13,-2
983660,1,1,0
984593,1,4,3
987810,28,32,4
987901,4,5,1
988518,7,11,4
991199,8,9,1
991232,18,19,1
991332,6,8,2
991596,18,24,6
992006,11,12,1
993650,3,4,1
994953,10,11,1
995029,10,10,0
99636,13,17,4
996595,24,24,0
997647,16,16,0
998132,6,6,0
998162,4,6,2
99898,13,13,0
999630,13,17,4
